basic_block_address,instructions,stack_ops,arithmetic_ops,logical_ops,function_calls,branches,direct_jumps,indirect_jumps,syscalls,r_type,i_type,s_type,u_type,b_type,j_type,times_executed,time
10608,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,158,39.607594936708864
1061c,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,158,20.525316455696203
10634,10,2,3,0,0,1,0,0,0,0,4,5,0,1,0,158,42.61392405063291
10664,3,0,1,0,0,1,0,0,0,0,2,0,0,1,0,158,94.83544303797468
10678,3,0,1,0,0,1,0,0,0,0,2,0,0,1,0,158,20.531645569620252
10684,5,0,2,0,0,0,1,0,0,0,2,2,0,0,1,158,44.61392405063291
106c8,11,0,3,0,0,0,1,0,0,0,9,1,0,0,1,158,45.9746835443038
106f4,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,158,43.13291139240506
10708,10,1,3,0,0,1,0,0,0,0,5,4,0,1,0,79,40.21518987341772
10730,5,0,0,0,0,0,1,0,0,0,2,2,0,0,1,79,44.265822784810126
10744,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,553,26.32368896925859
1074c,49,0,15,0,0,1,0,0,0,8,36,4,0,1,0,2212,80.60985533453888
10800,4,0,2,0,0,1,0,0,0,0,3,0,0,1,0,553,20.1500904159132
10810,11,0,4,0,0,1,0,0,0,0,8,2,0,1,0,553,20.195298372513562
10828,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,79,45.10126582278481
1083c,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79,43.21518987341772
108f4,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,79,49.91139240506329
10900,98,0,20,10,0,1,0,0,0,12,68,13,4,1,0,4108,115.29333008763389
10a70,6,0,2,0,0,1,0,0,0,0,5,0,0,1,0,79,45.11392405063291
10a88,5,1,3,0,0,0,0,1,0,0,5,0,0,0,0,79,43.151898734177216
10a9c,16,2,7,0,0,0,1,0,0,0,11,4,0,0,1,79,94.69620253164557
10adc,9,2,2,0,0,0,0,1,0,0,8,1,0,0,0,79,21.063291139240505
10b00,11,2,2,0,0,0,1,0,0,0,5,5,0,0,1,79,44.265822784810126
10b2c,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,79,43.139240506329116
10b38,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,79,21.063291139240505
10b4c,14,2,3,1,0,1,0,0,0,0,5,8,0,1,0,79,45.10126582278481
10b8c,133,0,59,16,0,0,1,0,0,16,111,5,0,0,1,1264,104.59731012658227
10da0,282,0,101,28,0,1,0,0,0,36,236,9,0,1,0,16432,101.41072297955209
111f4,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,1264,24.383702531645568
11208,388,0,140,44,0,1,0,0,0,36,328,23,0,1,0,1264,114.32278481012658
11810,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,79,21.050632911392405
11818,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,79,43.21518987341772
11830,14,2,3,1,0,1,0,0,0,0,5,8,0,1,0,79,43.151898734177216
11870,133,0,59,16,0,0,1,0,0,16,111,5,0,0,1,1264,22.35759493670886
11a84,282,0,101,28,0,1,0,0,0,36,236,9,0,1,0,16432,106.95326192794548
11ed8,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,1264,22.1376582278481
11eec,388,0,140,44,0,1,0,0,0,36,328,23,0,1,0,1264,91.34177215189874
124f4,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,79,48.848101265822784
124fc,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,79,43.21518987341772
12514,11,2,2,1,0,1,0,0,0,0,4,6,0,1,0,79,21.367088607594937
12548,10,0,2,0,0,0,1,0,0,0,8,0,1,0,1,79,89.59493670886076
12570,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,79,48.0253164556962
12584,11,2,2,1,0,1,0,0,0,0,4,6,0,1,0,79,21.379746835443036
125b8,10,0,2,0,0,0,1,0,0,0,8,0,1,0,1,79,45.10126582278481
125e0,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,79,43.139240506329116
125f4,9,1,4,0,0,0,1,0,0,0,4,4,0,0,1,1,139.0
12618,11,0,5,0,0,1,0,0,0,2,7,0,1,1,0,256,69.9453125
12648,11,0,5,0,0,1,0,0,0,2,7,0,1,1,0,256,69.55078125
12678,7,0,3,0,0,1,0,0,0,0,5,1,0,1,0,256,20.640625
12684,4,0,2,0,0,1,0,0,0,0,3,0,0,1,0,1,103.0
12694,6,1,3,0,0,0,0,1,0,0,6,0,0,0,0,1,135.0
126ac,7,2,4,0,0,0,0,1,0,0,6,1,0,0,0,1,139.0
126c8,9,2,4,0,0,0,1,0,0,0,5,3,0,0,1,1,140.0
126ec,7,2,3,0,0,0,0,1,0,0,6,1,0,0,0,1,130.0
12708,6,2,3,0,0,0,1,0,0,0,3,2,0,0,1,1,103.0
12720,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,1,140.0
12738,8,2,3,0,0,0,1,0,0,0,3,4,0,0,1,2,134.0
12758,5,0,3,0,0,0,1,0,0,0,3,0,1,0,1,79,40.22784810126582
1276c,6,0,4,0,0,0,1,0,0,0,4,0,1,0,1,79,43.139240506329116
12784,6,0,3,0,0,0,1,0,0,0,3,0,2,0,1,79,45.34177215189873
1279c,6,0,4,0,0,0,1,0,0,0,4,0,1,0,1,79,43.22784810126582
127b4,8,0,3,0,0,1,0,0,0,0,6,1,0,1,0,79,40.21518987341772
127c0,5,0,2,0,0,1,0,0,0,0,4,0,0,1,0,2,132.0
127d4,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,2,169.5
12b08,5,2,2,0,0,0,1,0,0,0,2,2,0,0,1,1,104.0
12b1c,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,139.0
12b24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,131.0
12b28,5,0,2,0,0,0,1,0,0,0,3,1,0,0,1,1,138.0
12b3c,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,135.0
12b44,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,139.0
12b50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,137.0
12b60,6,2,3,0,0,0,0,1,0,0,6,0,0,0,0,1,131.0
12be0,6,2,3,0,0,0,1,0,0,0,3,2,0,0,1,1,130.0
12bf8,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,137.0
12c04,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,130.0
12c08,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,134.0
12c94,12,4,4,0,0,1,0,0,0,1,4,4,2,1,0,1,55.0
12ce0,7,0,3,0,0,1,0,0,0,1,3,0,2,1,0,1,20.0
12cfc,6,0,4,0,1,0,0,1,0,0,6,0,0,0,0,1,55.0
12d04,4,0,2,0,1,0,0,1,0,0,4,0,0,0,0,1,57.0
12d14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,51.0
12d18,6,4,1,0,0,0,0,1,0,0,6,0,0,0,0,1,114.0
12d30,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,4,79.0
12d3c,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,59.0
12d44,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,20.0
12d48,7,0,2,2,0,1,0,0,0,1,3,2,0,1,0,1,57.0
12d54,4,0,1,0,0,1,0,0,0,0,1,2,0,1,0,72,20.0
12d64,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,55.0
12d6c,5,0,2,0,0,0,0,1,0,2,2,0,1,0,0,4,20.0
12d9c,9,0,0,0,0,0,0,1,0,0,1,8,0,0,0,4,136.0
12e0c,8,3,4,0,0,0,1,0,0,0,4,3,0,0,1,1,132.0
12e2c,16,7,5,0,0,1,0,0,0,0,7,7,1,1,0,1,131.0
12e6c,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,130.0
12e78,11,0,3,2,0,0,1,0,0,2,4,2,2,0,1,1,131.0
12ea4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,129.0
12ea8,6,3,2,0,0,0,0,1,0,0,6,0,0,0,0,1,137.0
12ec0,3,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,103.0
12ecc,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,131.0
12edc,3,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,139.0
12ee8,3,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,131.0
12ef4,9,0,3,3,0,1,0,0,0,4,4,0,0,1,0,1,133.0
12efc,7,0,2,3,0,1,0,0,0,4,2,0,0,1,0,6,34.0
12f18,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,132.0
12f88,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,139.0
1437c,8,3,3,0,0,1,0,0,0,0,4,3,0,1,0,1,103.0
1439c,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,138.0
143a4,5,0,0,1,0,1,0,0,0,0,4,0,0,1,0,1,193.0
143b8,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,141.0
143c8,6,0,2,0,0,1,0,0,0,1,2,2,0,1,0,1,130.0
143e0,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,1,102.0
1441c,3,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,132.0
14428,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,104.0
14434,6,0,0,1,0,1,0,0,0,0,5,0,0,1,0,1,102.0
144f0,14,10,1,0,0,1,0,0,0,0,3,10,0,1,0,1,137.0
14528,7,0,5,0,0,1,0,0,0,0,6,0,0,1,0,1,102.0
14544,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,137.0
14558,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,137.0
14564,12,10,1,0,0,0,0,1,0,0,12,0,0,0,0,1,137.0
14594,4,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1,134.0
145a8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,102.0
145ac,6,0,1,1,0,1,0,0,0,2,3,0,0,1,0,1,130.0
145c4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,102.0
145c8,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,129.0
145d4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,102.0
14604,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,139.0
14618,11,5,3,1,0,1,0,0,0,0,5,5,0,1,0,4,128.25
14644,6,0,1,1,0,1,0,0,0,1,2,1,1,1,0,2,102.0
14734,8,5,2,0,0,0,0,1,0,0,8,0,0,0,0,4,119.5
14754,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,102.0
1475c,8,0,2,1,0,1,0,0,0,1,5,1,0,1,0,2,131.5
14780,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,113.0
14788,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,137.0
1478c,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,102.0
14794,6,0,3,0,1,0,0,1,0,0,6,0,0,0,0,1,130.0
147ac,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,129.0
147e0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,101.0
147e8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,87.0
14874,5,2,2,0,0,1,0,0,0,0,2,2,0,1,0,1,102.0
14888,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,137.0
14890,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,129.0
148c0,5,2,2,0,0,0,1,0,0,0,4,0,0,0,1,1,137.0
148fc,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,130.0
14908,31,8,9,0,0,0,1,0,0,0,10,19,1,0,1,1,103.0
14984,27,0,8,0,0,0,1,0,0,0,9,12,5,0,1,1,131.0
149f0,19,0,4,0,0,0,1,0,0,0,5,12,1,0,1,1,130.0
14a3c,17,8,2,0,0,0,0,1,0,0,11,6,0,0,0,1,131.0
14c10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,103.0
14c1c,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,138.0
14c20,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,74.0
14c24,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,66.33333333333333
14c50,11,3,4,0,0,1,0,0,0,1,4,3,2,1,0,1,131.0
14c7c,6,0,4,0,1,0,0,1,0,1,5,0,0,0,0,1,264.0
14c94,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,139.0
14c98,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,1,130.0
14fbc,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,137.0
14fc0,7,3,3,0,0,0,1,0,0,0,3,3,0,0,1,1,102.0
14fdc,10,0,3,2,0,1,0,0,0,1,7,0,1,1,0,1,131.0
150a0,6,3,2,0,0,0,1,0,0,0,5,0,0,0,1,1,102.0
151c0,3,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,134.0
151e8,5,0,0,1,0,1,0,0,0,0,2,2,0,1,0,1,137.0
152e4,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,131.0
152ec,19,12,4,1,0,1,0,0,0,0,6,12,0,1,0,1,103.0
15338,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,138.0
153c4,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,131.0
153d0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,102.0
153d4,4,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,137.0
153e4,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,129.0
1548c,5,0,4,0,0,1,0,0,0,0,4,0,0,1,0,1,138.0
1549c,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,140.0
154a4,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,79.0
154ac,6,0,2,0,0,1,0,0,0,0,5,0,0,1,0,1,137.0
154b0,5,0,1,0,0,1,0,0,0,0,4,0,0,1,0,1,137.0
154c4,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,130.0
154d0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,87.0
154f4,3,0,2,0,0,1,0,0,0,1,1,0,0,1,0,2,90.5
15500,6,0,3,0,0,1,0,0,0,3,1,1,0,1,0,2,61.5
15518,15,12,2,0,0,0,0,1,0,0,15,0,0,0,0,1,138.0
15554,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,102.0
15560,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,130.0
15580,4,0,1,0,0,1,0,0,0,0,3,0,0,1,0,2,124.5
15590,4,0,3,0,0,0,1,0,0,0,3,0,0,0,1,2,61.0
155a0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,75.5
155a4,3,0,2,0,0,0,1,0,0,1,1,0,0,0,1,1,102.0
15710,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,2,61.0
1571c,8,0,3,0,0,0,1,0,0,2,3,2,0,0,1,2,131.0
15770,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,138.0
15854,21,10,8,0,0,1,0,0,0,0,10,10,0,1,0,1,134.0
158a8,8,0,4,0,0,1,0,0,0,2,5,0,0,1,0,1,130.0
158c0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,61.0
158c8,4,0,2,0,0,1,0,0,0,0,3,0,0,1,0,3,102.0
158d8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,101.0
158dc,4,0,2,1,0,1,0,0,0,1,2,0,0,1,0,3,68.0
158ec,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,134.0
158f4,13,10,2,0,0,0,0,1,0,0,13,0,0,0,0,1,134.0
159d8,10,4,4,0,0,1,0,0,0,0,5,4,0,1,0,1,139.0
15a00,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,132.0
15a08,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,130.0
15a0c,17,5,4,1,0,0,0,1,0,2,10,2,3,0,0,1,103.0
15aa8,9,4,2,1,0,1,0,0,0,0,4,4,0,1,0,1,139.0
15af8,4,0,3,0,0,0,1,0,0,0,3,0,0,0,1,1,140.0
15b08,4,1,2,0,0,0,1,0,0,0,3,0,0,0,1,1,103.0
15b18,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,103.0
15b20,11,2,1,1,0,1,0,0,0,0,4,5,1,1,0,1,135.0
15b4c,8,4,1,1,0,0,0,1,0,1,6,1,0,0,0,1,129.0
15b98,3,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,138.0
15ba4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,138.0
15bb0,6,0,0,2,0,0,1,0,0,0,5,0,0,0,1,1,137.0
15bc8,16,11,4,0,0,1,0,0,0,0,4,11,0,1,0,1,103.0
15c70,4,0,0,2,0,1,0,0,0,0,2,0,1,1,0,1,138.0
15c80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,131.0
15c84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,103.0
15c88,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,135.0
15c90,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,140.0
15c98,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,132.0
15ca0,11,0,5,0,0,1,0,0,0,1,8,0,1,1,0,1,138.0
15d04,5,0,1,0,0,1,0,0,0,1,3,0,0,1,0,1,138.0
15d18,4,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,130.0
15d34,6,0,3,0,0,1,0,0,0,2,3,0,0,1,0,1,138.0
15d60,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,131.0
15d6c,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,137.0
15d78,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,130.0
15d7c,6,0,3,0,0,1,0,0,0,1,3,1,0,1,0,1,139.0
15d94,3,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,130.0
15dac,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,134.0
15df8,7,0,1,1,0,1,0,0,0,1,2,3,0,1,0,1,159.0
15e50,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,131.0
15e58,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,103.0
15e64,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,138.0
15e78,13,11,1,0,0,0,0,1,0,0,13,0,0,0,0,1,103.0
15eb8,4,0,1,0,0,1,0,0,0,0,2,0,1,1,0,1,139.0
16010,8,0,2,2,0,0,1,0,0,1,3,3,0,0,1,1,138.0
16030,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,138.0
161a8,3,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,138.0
161b4,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,131.0
16234,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,131.0
16258,7,0,4,0,0,0,1,0,0,2,4,0,0,0,1,1,131.0
16274,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,130.0
16280,4,0,3,0,0,0,1,0,0,2,1,0,0,0,1,1,102.0
16300,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,134.0
16308,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,160.0
16440,3,0,0,2,0,1,0,0,0,0,2,0,0,1,0,2,91.5
1647c,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,2,87.0
16488,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,137.0
1648c,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,130.0
16494,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,129.0
164a4,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,129.0
164ac,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,102.0
164b0,21,0,4,9,0,1,0,0,0,8,11,0,1,1,0,1,102.0
164e8,7,0,1,4,0,1,0,0,0,4,2,0,0,1,0,5,36.4
16504,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,6,39.5
16510,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,137.0
16514,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,130.0
16634,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,61.0
16638,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,89.5
16660,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,87.5
16668,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,102.0
1666c,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,131.0
16674,7,0,4,0,0,1,0,0,0,1,4,1,0,1,0,1,130.0
16690,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,134.0
16694,3,0,0,2,0,1,0,0,0,1,1,0,0,1,0,1,102.0
166a0,17,0,7,1,0,1,0,0,0,1,11,4,0,1,0,1,139.0
166e4,4,0,1,2,0,1,0,0,0,1,2,0,0,1,0,1,130.0
166f4,10,0,7,0,0,1,0,0,0,2,6,1,0,1,0,1,137.0
16700,7,0,4,0,0,1,0,0,0,2,3,1,0,1,0,1,102.0
1671c,7,0,4,2,0,0,1,0,0,2,4,0,0,0,1,1,130.0
16748,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,103.0
16754,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,152.0
16758,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,131.0
16cd4,9,3,3,0,0,0,1,0,0,0,3,4,1,0,1,2,61.5
16cf8,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,79.0
16d00,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,2,78.5
17144,14,5,5,1,0,1,0,0,0,0,8,5,0,1,0,1,137.0
1717c,14,5,5,1,0,0,1,0,0,1,10,1,1,0,1,1,132.0
17234,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,47.333333333333336
176dc,12,3,6,0,0,0,1,0,0,0,6,4,1,0,1,1,103.0
1770c,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,137.0
17714,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,1,129.0
17748,5,0,4,0,0,0,1,0,0,0,4,0,0,0,1,1,55.0
1775c,9,3,3,0,0,0,1,0,0,0,3,4,1,0,1,3,73.66666666666667
17780,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,77.33333333333333
17788,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,3,74.0
177bc,6,4,1,0,0,1,0,0,0,0,1,4,0,1,0,3,71.66666666666667
177d4,3,0,2,0,0,1,0,0,0,0,2,0,0,1,0,3,70.66666666666667
177e0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,130.33333333333334
177e8,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,122.33333333333333
17810,3,0,2,0,0,0,1,0,0,0,2,0,0,0,1,3,125.33333333333333
1781c,3,0,1,0,0,1,0,0,0,0,2,0,0,1,0,3,116.0
17828,3,0,1,0,1,0,0,1,0,0,3,0,0,0,0,3,47.333333333333336
17834,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,74.33333333333333
17838,3,0,0,1,0,1,0,0,0,0,2,0,0,1,0,3,72.66666666666667
17844,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,47.333333333333336
17860,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,74.0
17874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,72.33333333333333
17878,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,74.33333333333333
17880,7,4,2,0,0,0,0,1,0,0,7,0,0,0,0,3,56.666666666666664
178bc,3,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,137.0
178c8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,134.0
178d8,11,3,5,0,0,0,1,0,0,0,5,4,1,0,1,1,141.0
17904,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,138.0
1790c,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,1,139.0
17940,9,3,3,0,0,0,1,0,0,0,3,4,1,0,1,1,131.0
17964,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,137.0
1796c,5,3,1,0,0,0,0,1,0,0,5,0,0,0,0,1,134.0
17bc0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,55.0
17bcc,3,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,59.0
17bd8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,20.0
17c08,8,0,4,0,0,0,0,1,0,1,5,2,0,0,0,1,57.0
17c28,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,57.0
17c68,10,2,7,0,0,0,0,0,1,0,8,2,0,0,0,3,74.66666666666667
17c98,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,3,77.0
17d04,12,3,8,0,0,0,0,0,1,0,9,3,0,0,0,2,103.5
17d3c,4,0,3,0,0,0,1,0,0,0,3,0,0,0,1,2,125.5
17d4c,6,3,2,0,0,0,0,1,0,0,6,0,0,0,0,2,131.5
17d80,4,1,2,0,0,0,1,0,0,0,2,1,0,0,1,1,139.0
