basic_block_address,instructions,stack_ops,arithmetic_ops,logical_ops,function_calls,branches,direct_jumps,indirect_jumps,syscalls,r_type,i_type,s_type,u_type,b_type,j_type,times_executed,time
15b80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,20.0
15bb0,8,0,4,0,0,0,0,1,0,1,5,2,0,0,0,1,57.0
15bd0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,57.0
15c10,10,2,7,0,0,0,0,0,1,0,8,2,0,0,0,3,72.0
15c40,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,3,47.333333333333336
15cac,12,3,8,0,0,0,0,0,1,0,9,3,0,0,0,2,132.0
15ce4,4,0,3,0,0,0,1,0,0,0,3,0,0,0,1,2,124.5
15cf4,6,3,2,0,0,0,0,1,0,0,6,0,0,0,0,2,125.5
15d28,4,1,2,0,0,0,1,0,0,0,2,1,0,0,1,1,103.0
15d38,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,103.0
15d40,6,2,1,1,0,0,0,1,0,0,6,0,0,0,0,1,131.0
15e2c,5,1,2,0,0,1,0,0,0,0,3,1,0,1,0,2,88.0
15e40,7,0,6,0,0,0,0,0,1,0,7,0,0,0,0,1,139.0
15e68,9,0,7,0,0,0,0,0,1,1,7,1,0,0,0,1,132.0
15e6c,8,0,7,0,0,0,0,0,1,1,7,0,0,0,0,1,138.0
15e98,5,1,2,0,0,0,0,1,0,0,4,1,0,0,0,2,61.5
15ec8,8,2,5,0,0,0,0,0,1,0,6,2,0,0,0,1,124.0
15ef0,5,2,2,0,0,0,0,1,0,0,5,0,0,0,0,1,160.0
15f18,27,0,0,0,0,0,0,1,0,0,14,13,0,0,0,2,131.5
